epoch,dataset,class,precision,recall,iou,f1
5,Val,7,0.0,0.0,0.0,0.0
5,Train,8,0.0,0.0,0.0,0.0
5,Val,8,0.0,0.0,0.0,0.0
5,Train,9,0.0,0.0,0.0,0.0
5,Val,9,0.0,0.0,0.0,0.0
5,Train,10,0.0,0.0,0.0,0.0
5,Val,10,0.0,0.0,0.0,0.0
5,Train,11,0.28614358033916476,0.3593053069517334,0.18946938775509237,0.3185779924562942
5,Val,11,0.2995400298358094,0.316435747586737,0.1818627820967277,0.307756165773533
5,Train,12,0.0,0.0,0.0,0.0
5,Val,12,0.0,0.0,0.0,0.0
5,Train,13,0.07323230117482,0.03041460946030645,0.021961556797761357,0.04297921880289492
5,Val,13,0.08298678495515417,0.035631621410711224,0.025565593683568786,0.04985657023937603
5,Train,14,0.11395510496775124,0.3081384127021743,0.09073849799537348,0.16637992701717716
5,Val,14,0.11468950100404976,0.2890703337630436,0.0894569634281466,0.16422302893187363
5,Train,15,0.2537283156109837,0.6731715805530439,0.22590043997125192,0.36854613991228863
5,Val,15,0.312156018838659,0.6400243757896902,0.2655360679305596,0.4196420345032991
5,Train,16,0.0,0.0,0.0,0.0
5,Val,16,0.0,0.0,0.0,0.0
5,Train,17,0.0,0.0,0.0,0.0
5,Val,17,0.0,0.0,0.0,0.0
5,Train,18,0.2289556163477422,0.40819388371351945,0.17189588349185692,0.2933637419764208
5,Val,18,0.2451826198525353,0.370828697335794,0.17315251401475762,0.2951918171514279
5,Train,19,0.23054316791107624,0.31562193843350855,0.153705926307277,0.26645598325905306
5,Val,19,0.24701114476615071,0.28165673753620485,0.1515422145395092,0.26319870823601066
6,Train,0,0.6014631115214034,0.809238441488264,0.526775447208479,0.6900496657022942
6,Val,0,0.5355296496267489,0.7403139470665686,0.4508386341792118,0.6214869386913102
6,Train,1,0.9133096536297604,0.7643210917074298,0.7126214620425244,0.832199611634955
6,Val,1,0.9140864282125553,0.7447892751566266,0.6960637063189382,0.8207990059921106
6,Train,2,0.5700936209092471,0.9249158327143128,0.5448767822984187,0.7053983656135092
6,Val,2,0.5373277031828925,0.9105137298050884,0.5103752237367891,0.6758257315013442
6,Train,3,0.09194670016599292,0.052305964625708766,0.03448972241949645,0.06667967652284727
6,Val,3,0.0803571428571182,0.049429083702925466,0.03157019214541918,0.06120803015310267
6,Train,4,0.6756298903639419,0.20821700550175293,0.1892942019435823,0.31833031640534887
6,Val,4,0.6803354540196427,0.29869354900143047,0.2619325962790976,0.4151292935549654
6,Train,5,0.28441277458616643,0.38690171341885754,0.19605335882520414,0.3278337951365846
6,Val,5,0.26686292351334007,0.3701877742550752,0.1835342622075727,0.31014608564729285
6,Train,6,0.13117725762131208,0.29515095276115716,0.09988643459399271,0.18163044676138018
6,Val,6,0.13178010471203203,0.3393882189774744,0.10487812137265365,0.18984558951431801
6,Train,7,0.017654859921531516,0.025422717326432184,0.010528917449331807,0.020838423964613714
6,Val,7,0.02120950323973166,0.046055717099666015,0.014735894357738677,0.029043797995036435
6,Train,8,0.0,0.0,0.0,0.0
6,Val,8,0.023529411761937718,0.00020701790704874543,0.00020525451559913252,0.0004104246167472908
6,Train,9,0.0,0.0,0.0,0.0
6,Val,9,0.0,0.0,0.0,0.0
6,Train,10,0.0,0.0,0.0,0.0
6,Val,10,0.0,0.0,0.0,0.0
6,Train,11,0.35538307944989905,0.3203038072661874,0.2025972595362262,0.3369328425311007
6,Val,11,0.3675416746501753,0.314892639043826,0.2042289510667765,0.33918624509594936
6,Train,12,0.0,0.0,0.0,0.0
6,Val,12,0.0,0.0,0.0,0.0
6,Train,13,0.08608641916622907,0.1445346934777588,0.05702883790967656,0.10790402946738188
6,Val,13,0.09114387173140256,0.13443199703729358,0.0574370334371206,0.10863442280659057
6,Train,14,0.12079885200090487,0.29921517040273965,0.09415929071227709,0.17211257861580173
6,Val,14,0.11419547614992358,0.2817552404144314,0.0884478752904118,0.16252110011790905
6,Train,15,0.11986554253279526,0.04709670296825738,0.034994903047867246,0.06762333002575528
6,Val,15,0.1484771304050594,0.08597721199109852,0.05758367538899193,0.10889667507725026
6,Train,16,0.0,0.0,0.0,0.0
6,Val,16,0.0,0.0,0.0,0.0
6,Train,17,0.024232633279091555,0.00019082027274575225,0.00018936524768972007,0.0003786586355247871
6,Val,17,0.0074349442376418235,8.04278763018939e-05,7.957348611439501e-05,0.0001591340976121693
6,Train,18,0.4012805933335666,0.07946505420719698,0.07104205295016823,0.13265968647400292
6,Val,18,0.3486850129592793,0.10018244658016588,0.08439027585207985,0.15564557493969927
6,Train,19,0.33654578593524886,0.08621169029307103,0.07368806382991949,0.1372615838235829
6,Val,19,0.3646103526272051,0.1479393120277931,0.1176168601803742,0.21047795908635547
7,Train,0,0.6454410175781049,0.5070382860475263,0.3965789669053786,0.5679291652845773
7,Val,0,0.5672745698814726,0.4739383526794215,0.348093198892828,0.5164230423171948
7,Train,1,0.885944230043412,0.8267186117833665,0.7471939321925111,0.8553073749427619
7,Val,1,0.8837484871399247,0.8271272659656381,0.7459638951609491,0.8545009354068605
7,Train,2,0.702546802204917,0.7599596989664988,0.5749598217638363,0.7301263307004144
7,Val,2,0.654360556110243,0.7912154080793772,0.5580083771180152,0.7163098497456084
7,Train,3,0.1807819567130831,0.060799877491638246,0.04766688010244727,0.09099624896926992
7,Val,3,0.12431444241310588,0.05133528357081225,0.03770185044008072,0.07266412462821449
7,Train,4,0.48028290640621574,0.801874263091443,0.4293348214882485,0.6007477208071961
7,Val,4,0.5290614458971973,0.8040690284637202,0.46864442246389476,0.6381999778575339
7,Train,5,0.26725868388898294,0.3970425210530687,0.19010267934741976,0.3194727308570809
7,Val,5,0.25337971186104924,0.3813027627836934,0.1795579144639248,0.30444950507822255
7,Train,6,0.22882438125327612,0.18754720645675416,0.1149140698085664,0.20613977374669223
7,Val,6,0.24510654448835736,0.17415340755862116,0.11335397886130552,0.20362612126928153
7,Train,7,0.09112554112534389,0.008374776208472573,0.007729167049145802,0.0153397689083049
7,Val,7,0.036909871244318375,0.004033392739889285,0.003649325299156709,0.007272110518787717
7,Train,8,0.02286835222318894,0.06800798568797013,0.017411680363234507,0.0342274003401301
7,Val,8,0.02509633104371751,0.07752820618975517,0.01932554119255378,0.03791828719764761
7,Train,9,0.0,0.0,0.0,0.0
7,Val,9,0.0,0.0,0.0,0.0
7,Train,10,0.0,0.0,0.0,0.0
7,Val,10,0.0,0.0,0.0,0.0
7,Train,11,0.4557672737480339,0.25132794736585057,0.19331264465330136,0.323993285054907
7,Val,11,0.457431050292405,0.21291614682506635,0.1699868938400603,0.2905791375940935
7,Train,12,0.023715415018825476,0.00018135106543745464,0.00018000720028795754,0.00035994945642794793
7,Val,12,0.06666666665555555,0.00038872691933878646,0.0003866228494100264,0.0007729467446320039
7,Train,13,0.11863791369200369,0.0877140794538108,0.053107627563514274,0.10085887443953154
7,Val,13,0.12880770835701819,0.08981972568676316,0.055875528641243406,0.10583733512112152
7,Train,14,0.27741340949089455,0.09922467269071836,0.07884652593924278,0.14616819343635173
7,Val,14,0.2237720827712525,0.06495726495725876,0.05301223599095527,0.1006868340993406
7,Train,15,0.26861608807484666,0.45220758011683315,0.20266878216656484,0.3370317453319713
7,Val,15,0.31884798548376,0.4039660975255174,0.2168376120187704,0.35639531006790737
7,Train,16,0.0,0.0,0.0,0.0
7,Val,16,0.0,0.0,0.0,0.0
7,Train,17,0.007033090691701996,0.0025442703032766967,0.0018718704665635385,0.0037367423265801886
7,Val,17,0.007897603485828027,0.0023324084127549233,0.0018038752215961795,0.0036012507096391403
7,Train,18,0.2725761336249512,0.2807840427924017,0.16050963156038858,0.2766192098620257
7,Val,18,0.2779174197206451,0.24047357262381136,0.14800228891406564,0.25784318984073307
7,Train,19,0.29053382163905744,0.31731584093048304,0.17878295809110586,0.3033348148150806
7,Val,19,0.3321999734720347,0.37041213759443875,0.2123173539181406,0.350266949838033
8,Train,0,0.8512605120913872,0.7606522401772355,0.6714159337572271,0.8034097510158273
8,Val,0,0.7706888182979388,0.6749244450328336,0.5620541865608711,0.7196346804208251
8,Train,1,0.9108720779750061,0.8235227667299048,0.7621111779175133,0.8649978310949503
8,Val,1,0.9173140377482829,0.7867454528895413,0.7346467905858037,0.8470275219850942
8,Train,2,0.7591390070339888,0.8752850106956546,0.6850409218112358,0.813085200190345
8,Val,2,0.754972258412109,0.8898735815227446,0.6904612941680333,0.8168909780452767
8,Train,3,0.23685265216445414,0.2503815624920114,0.13858211211219304,0.24342927540086529
8,Val,3,0.18992400981179308,0.20896480135883572,0.11048797525195984,0.1989899484629488
8,Train,4,0.6058728492548887,0.7556034861830084,0.5065967042337469,0.6725047241762873
8,Val,4,0.6243092462733086,0.7999060472556798,0.5399809730050887,0.7012826504732057
8,Train,5,0.45571248714888435,0.2686819705289319,0.2034075488273796,0.33805263431763344
8,Val,5,0.431220710222235,0.25551851384359897,0.1911092600305322,0.3208929082505395
8,Train,6,0.34914086838004105,0.30957724594832053,0.19629454786778472,0.32817092619488575
8,Val,6,0.3291499777480354,0.28493277343293044,0.18025395432719404,0.3054494343882
8,Train,7,0.07213033773646382,0.15685299383326898,0.05197724471163328,0.09881818775645507
8,Val,7,0.04722755909028926,0.19829284307269646,0.03965559286423687,0.07628601533285519
8,Train,8,0.04411537868268594,0.02224584510876034,0.015010496850942091,0.02957702336196878
8,Val,8,0.03215610828633756,0.024221095124703215,0.014008620689646785,0.02763017575789264
8,Train,9,0.0,0.0,0.0,0.0
8,Val,9,0.0,0.0,0.0,0.0
8,Train,10,0.0,0.0,0.0,0.0
8,Val,10,0.0,0.0,0.0,0.0
8,Train,11,0.43127932727294205,0.2694499540418684,0.1988092433555209,0.3316778572074685
8,Val,11,0.4289060521648335,0.22243745485579405,0.17161022315657146,0.2929476324634105
8,Train,12,0.11726440869069896,0.08172888015714623,0.050598802395200114,0.09632373411638159
8,Val,12,0.1167481662589903,0.07424684159370822,0.04754200373363563,0.09076867767589983
8,Train,13,0.17416973465843483,0.06624537015203437,0.050411051175731955,0.09598347051370325
8,Val,13,0.1895949461166148,0.06748052429007004,0.05237386439459504,0.09953470744434371
8,Train,14,0.44353122672622386,0.2475791436656784,0.1889021809563902,0.3177758124240525
8,Val,14,0.34196574627006016,0.16569736904930854,0.12563811068549374,0.22323001863208408
8,Train,15,0.35784307606742055,0.5886020903146223,0.28624902790356627,0.44509114280249906
8,Val,15,0.41564415334935695,0.5801594489729677,0.31953289497588466,0.48431212739554863
8,Train,16,0.0,0.0,0.0,0.0
8,Val,16,0.0,0.0,0.0,0.0
8,Train,17,0.05747886784320127,0.24428811316911203,0.0488013763904301,0.0930612332741154
8,Val,17,0.044574536738265225,0.23332126915179421,0.038879842389881396,0.07484954352633952
8,Train,18,0.533762464537871,0.3884871779717481,0.29005852728728815,0.4496827361036061
8,Val,18,0.42056182182724167,0.324579693892745,0.2242816680148814,0.36638899505637845
8,Train,19,0.5022708452038972,0.5504305529296495,0.35616121290689223,0.5252490723579443
8,Val,19,0.44762530317521004,0.532748963895288,0.32143302456188866,0.4864915819547946
9,Train,0,0.7899679889512196,0.5973055576409574,0.5154482229182326,0.6802584362930035
9,Val,0,0.6899330038386032,0.5508315245258474,0.4415297162370194,0.6125849612466707
9,Train,1,0.9344648482575181,0.7783444836627387,0.7380567402279787,0.8492895759227357
9,Val,1,0.9336937427593669,0.7611628573271721,0.7221289173423738,0.8386467538052479
9,Train,2,0.7009969172757633,0.9039741848388027,0.6524152738372211,0.7896504953712066
9,Val,2,0.7055526176626082,0.903166184085821,0.6559335467535232,0.7922220598309883
9,Train,3,0.16715399926089147,0.26320920854494456,0.11387230772288258,0.20446204522260575
9,Val,3,0.13068580010010228,0.22172312918746406,0.08958911631027593,0.16444568402345527
9,Train,4,0.6202411640060905,0.6377745100815775,0.4586675464074885,0.6288856482632615
9,Val,4,0.6361868465387375,0.7111686677472543,0.505560803804407,0.6715913416112524
9,Train,5,0.33548441718483507,0.40459666910853587,0.22459990715182632,0.3668135246545914
9,Val,5,0.3014314879163449,0.3716356184521898,0.19966810408446592,0.33287223430899904
9,Train,6,0.34074175608989704,0.2816364185674981,0.1823004152159653,0.30838255648174834
9,Val,6,0.34792353992989955,0.26611318719415455,0.177557000745421,0.30156841280951846
9,Train,7,0.15101886384515675,0.111159737417921,0.06840997012878063,0.12805939561054125
9,Val,7,0.06685290434441107,0.06509708282518985,0.03410654609787984,0.06596330647311652
9,Train,8,0.07949153742649971,0.05820736861208271,0.0347706223089498,0.06720449737206328
9,Val,8,0.057282475905989845,0.043680778387285284,0.025412501505464643,0.04956541674913362
9,Train,9,0.0,0.0,0.0,0.0
9,Val,9,0.0,0.0,0.0,0.0
9,Train,10,0.0,0.0,0.0,0.0
9,Val,10,0.0,0.0,0.0,0.0
9,Train,11,0.36916522309093414,0.38145227613561206,0.23092692927220787,0.37520817963133024
9,Val,11,0.3806617410856335,0.3501543108541762,0.22307048734569693,0.3647712647819957
9,Train,12,0.1088188369917729,0.11957080247842843,0.06041262617777738,0.11394172804291847
9,Val,12,0.11399017866459722,0.106025267249654,0.0581246670218124,0.10986354669064759
9,Train,13,0.11031006010222685,0.14248504482018803,0.06629700897981118,0.12434998091325686
9,Val,13,0.12191401960384331,0.15858319996823594,0.07402833945605075,0.13785173835237183
9,Train,14,0.2530909793967694,0.30319722295633095,0.16001711362695803,0.2758875000561416
9,Val,14,0.1955935938995491,0.23221124003244692,0.11877802635820402,0.21233528150063194
9,Train,15,0.4118910374037394,0.40306647243587623,0.2558325396815218,0.40743097261548444
9,Val,15,0.45587126979030695,0.3699641072087443,0.2566361865787794,0.4084494561148692
9,Train,16,0.0,0.0,0.0,0.0
9,Val,16,0.0,0.0,0.0,0.0
9,Train,17,0.04568846933079991,0.13225117036432268,0.03515095366741723,0.06791463905324721
9,Val,17,0.03940579710144357,0.10934169783242476,0.02983060516961098,0.05793302901352848
9,Train,18,0.3476615323163554,0.3819639044399007,0.22249865356785675,0.36400637312606227
9,Val,18,0.3277575368728148,0.32894811771198923,0.19642394724658327,0.32835174305492093
9,Train,19,0.33623838888222185,0.569422805302316,0.26807892864197685,0.42281110367323077
9,Val,19,0.3349501814426129,0.5128337009851627,0.25409935549426255,0.40523001847313506
10,Train,0,0.8344047848696048,0.7753114999256779,0.671924135403329,0.8037734691437526
10,Val,0,0.7537323053269225,0.6686244105526982,0.5487453351685206,0.7086321021923331
10,Train,1,0.9161214786719646,0.8464849805472991,0.7855989252554015,0.8799276362534816
10,Val,1,0.9084677833144291,0.8356598575434749,0.7707642155342143,0.870544146254376
10,Train,2,0.7292954825406536,0.9067267652795662,0.6784010106353868,0.8083896544270041
10,Val,2,0.7161133285510162,0.87364809422331,0.6489070969942701,0.7870753835620536
10,Train,3,0.20753155312534333,0.28285648656234996,0.135982154688808,0.23940895788650154
10,Val,3,0.1591521110754059,0.24316315938468563,0.10643096113336034,0.19238608142141908
10,Train,4,0.6694912038423622,0.7363548012526859,0.540040612078129,0.7013329440812676
10,Val,4,0.6315683537241293,0.7569247827871695,0.5250735413563656,0.6885878265355871
10,Train,5,0.5106996141890743,0.21196022119504626,0.17618150809495475,0.2995821723848601
10,Val,5,0.4915397313723097,0.19455313588201964,0.1619588597423689,0.2787686603941783
10,Train,6,0.47231636493682033,0.1496201903364256,0.12819173523157398,0.22725167924419404
10,Val,6,0.36900689895044986,0.12260661863849394,0.10135673110607005,0.18405794631599381
10,Train,7,0.14937853712051305,0.22210065645509805,0.09806935563206222,0.1786214185635579
10,Val,7,0.07578971290050913,0.18769346215159205,0.057070332553745634,0.10797830310847989
10,Train,8,0.0998535449328708,0.10783271539316347,0.054679796479134554,0.10368984791186721
10,Val,8,0.062185686653711617,0.06655625711617166,0.033216241347229454,0.0642967801664405
10,Train,9,0.0,0.0,0.0,0.0
10,Val,9,0.0,0.0,0.0,0.0
